Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
15430,Doodle Hex,DS,2020,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.03
15431,Hello Kitty: Roller Rescue,PC,2005,Action,Empire Interactive,0.0,0.03,0.0,0.0,0.03
15432,Naruto Shippuden: Ultimate Ninja Storm Trilogy,NS,2018,Fighting,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03
15433,Harukanaru Toki no Naka de 6,PSV,2015,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
15434,Metal Gear Solid: The Essential Collection (JP sales),PS2,2008,Adventure,Konami,0.0,0.0,0.03,0.0,0.03
15435,K-On! After School Live!! HD Ver.,PS3,2012,Music,Sega,0.0,0.0,0.03,0.0,0.03
15436,M&Ms Shell Shocked,PS,2001,Action,Berkeley,0.02,0.01,0.0,0.0,0.03
15437,Super Dodgeball Brawlers (jp sales),DS,2008,Sports,Aksys Games,0.0,0.0,0.03,0.0,0.03
15438,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
15439,The Italian Job,GC,2003,Racing,Eidos Interactive,0.03,0.01,0.0,0.0,0.03
15440,Shining Stars,DS,2008,Action,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03
15441,Crazy Chicken: Star Karts,DS,2009,Racing,Mumbo Jumbo,0.03,0.0,0.0,0.0,0.03
15442,Magna Carta Portable,PSP,2006,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03
15443,Diabolik Lovers: More Blood,PSP,2013,Visual Novel,Idea Factory,0.0,0.0,0.03,0.0,0.03
15444,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami,0.0,0.0,0.03,0.0,0.03
15445,An American Tail: Fievel's Gold Rush,GBA,2003,Platform,Crave Entertainment,0.02,0.01,0.0,0.0,0.03
15446,Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0.0,0.03,0.0,0.0,0.03
15447,Kevin Van Dam: Big Bass Challenge,Wii,2010,Sports,Zoo Games,0.03,0.0,0.0,0.0,0.03
15448,Alpha Protocol,PC,2010,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.03
15449,Night Head: The Labyrinth,PS,1995,Adventure,Fuji,0.0,0.0,0.03,0.0,0.03
15450,Final Fantasy XIV: Heavensward,PC,2015,MMO,Square Enix,0.02,0.01,0.0,0.0,0.03
15451,Raiden V,PS4,2017,Action,UFO Interactive,0.02,0.0,0.0,0.01,0.03
15452,Sayonara Umihara Kawase,3DS,2014,Platform,Natsume,0.0,0.0,0.03,0.0,0.03
15453,James Pond: Codename Robocod,GBA,2005,Platform,Valcon Games,0.02,0.01,0.0,0.0,0.03
15454,The Sum of All Fears,GC,2003,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03
15455,Aqua Moto Racing Utopia,NS,2018,Racing,Big Ben Interactive,0.03,0.0,0.0,0.0,0.03
15456,Emma at the Farm,DS,2008,Adventure,Aspyr,0.03,0.0,0.0,0.0,0.03
15457,Tail Concerto,PS,1999,Adventure,Atlus,0.02,0.01,0.0,0.0,0.03
15458,Dream C Club Zero,X360,2011,Simulation,D3 Publisher,0.0,0.0,0.03,0.0,0.03
15459,First Queen: Ornic Senki,SNES,1994,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03
15460,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03
15461,3D Baseball,PS,1996,Sports,Mindscape,0.02,0.01,0.0,0.0,0.03
15462,Nancy Drew: Alibi In Ashes,PC,2011,Adventure,Her Interactive,0.03,0.0,0.0,0.0,0.03
15463,Future Card Buddyfight Mezase! Buddy Champion!,3DS,2017,Strategy,FuRyu Corporation,0.0,0.0,0.03,0.0,0.03
15464,Earthfall,XOne,2018,Action-Adventure,Gearbox Software,0.03,0.0,0.0,0.0,0.03
15465,SoulCalibur II(JP sales),XB,2003,Fighting,Namco,0.0,0.0,0.03,0.0,0.03
15466,King's Quest: The Complete Collection,X360,2016,Adventure,Activision,0.03,0.0,0.0,0.0,0.03
15467,Maximum Racing: Drag & Stock Racer,Wii,2011,Racing,Unknown,0.03,0.0,0.0,0.0,0.03
15468,Barbie and Her Sisters Puppy Rescue,3DS,2015,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03
15469,A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
15470,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,2009,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
15471,Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary,PSV,2017,Misc,Square Enix,0.0,0.0,0.03,0.0,0.03
15472,Safari Adventures: Africa,Wii,2009,Adventure,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03
15473,Caesar III,PC,1998,Strategy,Sierra Entertainment,0.0,0.03,0.0,0.0,0.03
15474,Junior Island Adventure,DS,2011,Puzzle,Unknown,0.03,0.0,0.0,0.0,0.03
15475,Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03
15476,EverBlue 2,PS2,2003,Adventure,Capcom,0.02,0.01,0.0,0.0,0.03
15477,Utawarerumono Portable,PSP,2009,Role-Playing,Aquaplus,0.0,0.0,0.03,0.0,0.03
15478,Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
15479,Max & the Magic Marker,Wii,2011,Platform,Unknown,0.0,0.03,0.0,0.0,0.03
15480,The Void,PC,2009,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03
15481,Montessori Music,DS,2011,Misc,SouthPeak Interactive,0.01,0.02,0.0,0.0,0.03
15482,F1 Championship Season 2000,PS2,2000,Racing,EA Sports,0.0,0.0,0.03,0.0,0.03
15483,Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0.0,0.03,0.0,0.0,0.03
15484,Bus Simulator 16,PC,2017,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03
15485,Electroplankton,DS,2005,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03
15486,MotoGP,PSP,2006,Racing,Namco Bandai,0.03,0.0,0.0,0.0,0.03
15487,Clever Kids: Pirates,DS,2008,Misc,Midas Interactive Entertainment,0.0,0.03,0.0,0.0,0.03
15488,Shantae: Half-Genie Hero,PSV,2016,Platform,Xseed Games,0.02,0.0,0.0,0.01,0.03
15489,Travel Coach: Europe 1,DS,2010,Misc,Disney Interactive Studios,0.0,0.03,0.0,0.0,0.03
15490,Samurai Warriors 3Z Special,PSP,2012,Action,Koei Tecmo,0.0,0.0,0.03,0.0,0.03
15491,Clannad,PS3,2011,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03
15492,Yumeiro Patissiere: My Sweets Cooking,DS,2010,Simulation,Konami,0.0,0.0,0.03,0.0,0.03
15493,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006,Misc,Daito,0.0,0.0,0.03,0.0,0.03
15494,Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013,Simulation,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15495,Earthworm Jim 2,GBA,2002,Platform,Majesco,0.02,0.01,0.0,0.0,0.03
15496,The Dwarves,PS4,2016,Role-Playing,THQ Nordic,0.03,0.0,0.0,0.01,0.03
15497,Immortal Unchained,XOne,2018,Role-Playing,Sold Out,0.03,0.0,0.0,0.0,0.03
15498,FIFA World Cup: Germany 2006,GBA,2006,Sports,EA Sports,0.02,0.01,0.0,0.0,0.03
15499,Jewel Master: Cradle of Rome,Wii,2009,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03
15500,Jikandia: The Timeless Land,PSP,2011,Role-Playing,Aksys Games,0.03,0.0,0.0,0.01,0.03
15501,Rugby League Live 3,X360,2015,Sports,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03
15502,CT Special Forces,GBA,2004,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.03
15503,8-Bit Armies,XOne,2018,Strategy,Soedesco,0.03,0.0,0.0,0.0,0.03
15504,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Platform,Activision,0.0,0.03,0.0,0.0,0.03
15505,Project Gotham Racing 2 (JP weekly sales),XB,2003,Racing,Microsoft Game Studios,0.0,0.0,0.03,0.0,0.03
15506,Ride 3,XOne,2018,Racing,Bandai Namco Entertainment,0.03,0.0,0.0,0.0,0.03
15507,Metal Gear Solid HD Collection,PSV,2012,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.03
15508,PowerSlave,PS,1997,Shooter,Playmates,0.02,0.01,0.0,0.0,0.03
15509,Crash Time: Autobahn Pusuit,X360,2008,Racing,Crave Entertainment,0.03,0.0,0.0,0.0,0.03
15510,Cooking Mama 5,3DS,2013,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03
15511,Disney Sports Soccer,GC,2002,Sports,Konami,0.03,0.01,0.0,0.0,0.03
15512,Railway Empire,XOne,2018,Simulation,Kalypso Media,0.03,0.0,0.0,0.0,0.03
15513,Championship Manager Season 01/02,PC,2020,Sports,Unknown,0.0,0.03,0.0,0.0,0.03
15514,Sacra Terra: Angelic Night,PC,2011,Puzzle,Viva Media,0.01,0.02,0.0,0.01,0.03
15515,.hack: Sekai no Mukou ni + Versus,PS3,2012,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15516,Beyond the Labyrinth,3DS,0,Role-Playing,Unknown,0.0,0.0,0.03,0.0,0.03
15517,Winning Post World,PS2,2009,Sports,KOEI,0.0,0.0,0.03,0.0,0.03
15518,River King: Mystic Valley (jp sales),DS,2008,Sports,Natsume,0.0,0.0,0.03,0.0,0.03
15519,Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.03
15520,Flashback,NS,2018,Platform,Maximum Games,0.01,0.02,0.0,0.0,0.03
15521,Street Supremacy,PSP,2006,Racing,Konami,0.03,0.0,0.0,0.0,0.03
15522,Driv3r,GBA,2005,Racing,Atari,0.02,0.01,0.0,0.0,0.03
15523,Suujin Taisen,DS,2007,Strategy,Nintendo,0.0,0.0,0.03,0.0,0.03
15524,Toushin Toshi,3DS,2014,Role-Playing,imageepoch Inc.,0.0,0.0,0.03,0.0,0.03
15525,Best Friends Tonight,DS,2010,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.03
15526,Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03
15527,Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03
15528,Gotouchi Kenkei DS,DS,2006,Misc,Spike,0.0,0.0,0.03,0.0,0.03
15529,de Blob 2,NS,2018,Platform,THQ Nordic,0.03,0.0,0.0,0.0,0.03
15530,Custom Beat Battle: Draglade 2,DS,2008,Fighting,Namco Bandai,0.0,0.0,0.03,0.0,0.03
15531,Monster Rancher Hop-A-Bout,PS,2000,Action,Tecmo,0.02,0.01,0.0,0.0,0.03
15532,Legend of the Dragon,PSP,2007,Fighting,Game Factory,0.03,0.0,0.0,0.0,0.03
15533,Raw Danger!,PS2,2007,Action,Agetec,0.02,0.01,0.0,0.0,0.03
15534,Farming 2017 - The Simulation,PC,2016,Simulation,UIG Entertainment,0.0,0.03,0.0,0.0,0.03
15535,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15536,Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008,Strategy,KOEI,0.0,0.0,0.03,0.0,0.03
15537,Disney's Hide & Sneak,GC,2003,Action,Capcom,0.03,0.01,0.0,0.0,0.03
15538,La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
15539,MXGP Pro,XOne,2018,Racing,Milestone S.r.l.,0.03,0.0,0.0,0.0,0.03
15540,Mame Goma: Honobo no Nikki,DS,2007,Simulation,TDK Core,0.0,0.0,0.03,0.0,0.03
15541,Animal Boxing,DS,2008,Fighting,Destineer,0.03,0.0,0.0,0.0,0.03
15542,Black Mirror,XOne,2017,Adventure,THQ Nordic,0.03,0.0,0.0,0.0,0.03
15543,Dynasty Warriors: Godseekers,PS4,2017,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
15544,Arthur and the Invisibles,DS,2007,Adventure,Atari,0.03,0.0,0.0,0.0,0.03
15545,Sea Park Tycoon,DS,2010,Simulation,Destineer,0.02,0.01,0.0,0.0,0.03
15546,Saru! Get You! SaruSaru Daisakusen,PSP,2007,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
15547,Mahjong 300,DS,2011,Puzzle,Avanquest,0.0,0.03,0.0,0.0,0.03
15548,Vitamin X Evolution,DS,2008,Adventure,D3 Publisher,0.0,0.0,0.03,0.0,0.03
15549,Stacked with Daniel Negreanu,PSP,2006,Misc,Myelin Media,0.03,0.0,0.0,0.0,0.03
15550,WRC 5: FIA World Rally Championship,PSV,2015,Racing,Bigben Interactive,0.0,0.03,0.0,0.01,0.03
15551,GunGriffon: Allied Strike,XB,2004,Simulation,Tecmo,0.02,0.01,0.0,0.0,0.03
15552,Maximum Racing: GP Classic Racing,Wii,2011,Racing,Unknown,0.03,0.0,0.0,0.0,0.03
15553,NBA 2K17,PC,2016,Sports,2K Sports,0.0,0.03,0.0,0.0,0.03
15554,Elf Bowling 1 & 2,GBA,2005,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
15555,Accel World: Ginyoku no Kakusei,PS3,2012,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15556,Bikkuriman Daijiten,DS,0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03
15557,BikkuriMan Daijiten,DS,2007,Misc,3 O'Clock,0.0,0.0,0.03,0.0,0.03
15558,Toriko: Ultimate Survival,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15559,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996,Misc,ASK,0.0,0.0,0.03,0.0,0.03
15560,Trials Fusion,PC,2014,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03
15561,Railway Empire,PS4,2018,Simulation,Kalypso Media,0.02,0.0,0.0,0.01,0.03
15562,Pure Farming 2018,XOne,2018,Simulation,Techland,0.03,0.0,0.0,0.0,0.03
15563,BeatMania IIDX 14 Gold,PS2,2008,Simulation,Konami,0.0,0.0,0.03,0.0,0.03
15564,Zoo Tycoon,PC,2001,Strategy,Microsoft,0.0,0.03,0.0,0.0,0.03
15565,Silverlicious,DS,2012,Misc,GameMill,0.03,0.0,0.0,0.0,0.03
15566,Majesty 2: The Fantasy Kingdom Sim,OSX,2009,Strategy,Paradox Interactive,0.03,0.0,0.0,0.0,0.03
15567,Smart Girl's Winter Wonderland,DS,2008,Misc,UFO Interactive,0.03,0.0,0.0,0.0,0.03
15568,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010,Misc,Kamui,0.0,0.0,0.03,0.0,0.03
15569,Beastly,Wii,2011,Misc,Storm City Games,0.03,0.0,0.0,0.0,0.03
15570,Sorcery Saga: Curse of the Great Curry God,PSV,2013,Racing,Aksys Games,0.0,0.0,0.03,0.0,0.03
15571,SUPERBEAT: XONiC,NS,2017,Music,PM Studios,0.03,0.0,0.0,0.0,0.03
15572,The Flintstones: Big Trouble in Bedrock,GBA,2001,Platform,Crave Entertainment,0.02,0.01,0.0,0.0,0.03
15573,PopCap Arcade Vol 2,X360,2009,Misc,PopCap Games,0.03,0.0,0.0,0.0,0.03
15574,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03
15575,Infinite Stratos 2: Ignition Hearts,PSV,2014,Visual Novel,5pb,0.0,0.0,0.03,0.0,0.03
15576,Underground Pool,DS,2007,Sports,UFO Interactive,0.03,0.0,0.0,0.0,0.03
15577,Apache: Air Assault,PC,2010,Simulation,Activision,0.0,0.03,0.0,0.0,0.03
15578,Summer Athletics 2009,X360,2009,Sports,49Games,0.0,0.03,0.0,0.0,0.03
15579,Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03
15580,Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
15581,Chicken Shoot 2,GBA,2005,Adventure,"Destination Software, Inc",0.02,0.01,0.0,0.0,0.03
15582,Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0.0,0.03,0.0,0.0,0.03
15583,Tork: Prehistoric Punk,XB,2005,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.03
15584,Togainu no Chi: True Blood,PS2,2008,Adventure,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03
15585,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03
15586,Flipper Critters,DS,2007,Misc,Ignition Entertainment,0.03,0.0,0.0,0.0,0.03
15587,River City Super Sports Challenge,DS,2010,Sports,Aksys Games,0.01,0.0,0.02,0.0,0.03
15588,Madou Monogatari,SAT,1998,Role-Playing,Compile,0.0,0.0,0.03,0.0,0.03
15589,Vegas Casino,DS,2007,Misc,SVG Distribution,0.03,0.0,0.0,0.0,0.03
15590,Jig-A-Pix: Wild World,DS,2010,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03
15591,Biker Mice From Mars,DS,2007,Racing,Game Factory,0.03,0.0,0.0,0.0,0.03
15592,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,Simulation,Konami,0.0,0.0,0.03,0.0,0.03
15593,Dodge Racing: Charger vs Challenger,DS,2009,Racing,Zoo Games,0.03,0.0,0.0,0.0,0.03
15594,Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03
15595,Exstetra,PSV,2013,Role-Playing,FuRyu Corporation,0.0,0.0,0.03,0.0,0.03
15596,Darkest Dungeon,NS,2018,Role-Playing,Merge Games,0.02,0.01,0.0,0.0,0.03
15597,Toy Shop,DS,2008,Simulation,Majesco,0.03,0.0,0.0,0.0,0.03
15598,My Pet Shop (JP sales),DS,2009,Simulation,Taito,0.0,0.0,0.03,0.0,0.03
15599,Super Heroine Chronicle,PS3,2014,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15600,The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03
15601,Rampo,SAT,1995,Adventure,Sega,0.0,0.0,0.03,0.0,0.03
15602,Mystery Case Files: Ravenhearst,PC,2007,Puzzle,Big Fish Games,0.01,0.02,0.0,0.0,0.03
15603,Crazy Machines,DS,2008,Puzzle,DTP Entertainment,0.0,0.03,0.0,0.0,0.03
15604,Classic Dungeon: Fuyoku no Masoujin,PSP,2010,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
15605,Accel World: Ginyoku no Kakusei,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15606,Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS,0.0,0.0,0.03,0.0,0.03
15607,Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
15608,DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
15609,Totally Spies!,GBA,2005,Platform,Atari,0.02,0.01,0.0,0.0,0.03
15610,Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0.0,0.0,0.03
15611,Utawarerumono: Chiriyukusha e no Komoriuta,PS4,2018,Role-Playing,Aqua Plus,0.0,0.0,0.03,0.0,0.03
15612,Top Gun: Hard Lock,PS3,2012,Action,505 Games,0.0,0.03,0.0,0.01,0.03
15613,The Legend of Heroes III: Song of the Ocean,PSP,2007,Role-Playing,Namco Bandai,0.03,0.0,0.0,0.0,0.03
15614,Disney Epic Mickey: The Power of Illusion,3DS,2012,Platform,Disney Interactive Studios,0.0,0.03,0.0,0.0,0.03
15615,Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0.0,0.0,0.01,0.03
15616,Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.03,0.0,0.0,0.0,0.03
15617,Pro Yakyuu Spirits 5 Kanzenban,PS3,2008,Sports,Konami,0.0,0.0,0.03,0.0,0.03
15618,Rugby World Cup 2015,X360,2015,Sports,Big Ben Interactive,0.0,0.03,0.0,0.0,0.03
15619,Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
15620,IDOLiSH7 Twelve Fantasia!,PSV,2018,Music,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03
15621,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
15622,House M.D.,DS,2010,Adventure,Legacy Interactive,0.02,0.01,0.0,0.0,0.03
15623,Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory,0.03,0.0,0.0,0.0,0.03
15624,Starsky & Hutch,GBA,2003,Racing,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03
15625,Raid: World War II,XOne,2017,Shooter,505 Games,0.03,0.0,0.0,0.0,0.03
15626,Toaru Majutsu to Kagaku no Ensemble,PSP,2013,Visual Novel,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15627,Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0.0,0.03,0.0,0.0,0.03
15628,Ojyousama Express,SAT,1998,Strategy,Media Works,0.0,0.0,0.03,0.0,0.03
15629,Pocket Fighter,SAT,1998,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03
15630,MotoGP 15,XOne,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03
15631,thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03
15632,Mushihimesama Futari Ver 1.5,X360,2009,Shooter,Cave,0.0,0.0,0.03,0.0,0.03
15633,F1 2002,GC,2002,Racing,EA Sports,0.02,0.01,0.0,0.0,0.03
15634,RACE On,PC,2009,Racing,bitComposer Games,0.0,0.03,0.0,0.0,0.03
15635,Playmobil Top Agents,DS,2020,Action,Unknown,0.0,0.03,0.0,0.0,0.03
15636,RoadKill,GC,2003,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
15637,World of Final Fantasy Maxima,XOne,2018,Role-Playing,Square Enix,0.03,0.0,0.0,0.0,0.03
15638,Otometeki Koi Kakumei * Love Revo,PS2,2006,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03
15639,Konami Classics Series: Arcade Hits,DS,2007,Misc,Konami,0.01,0.0,0.02,0.0,0.03
15640,Ultimate Block Party,PSP,2005,Puzzle,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03
15641,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03
15642,Stacked with Daniel Negreanu,XB,2006,Misc,Myelin Media,0.02,0.01,0.0,0.0,0.03
15643,Red Faction: Guerrilla,PC,2009,Shooter,THQ,0.0,0.03,0.0,0.0,0.03
15644,Who Wants to be a Millionaire: 1st Edition,Wii,2010,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03
15645,Last Escort: Club Katze,PSP,2010,Adventure,D3 Publisher,0.0,0.0,0.03,0.0,0.03
15646,Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009,Adventure,Mumbo Jumbo,0.0,0.03,0.0,0.0,0.03
15647,Train Sim World,XOne,2018,Simulation,Maximum Games,0.03,0.0,0.0,0.0,0.03
15648,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
15649,Fullmetal Alchemist: Brotherhood,PSP,0,Action,Unknown,0.0,0.0,0.03,0.0,0.03
15650,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03
15651,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Visual Novel,Rejet,0.0,0.0,0.03,0.0,0.03
15652,Brothers Conflict: Brilliant Blue,PSP,2013,Visual Novel,Idea Factory,0.0,0.0,0.03,0.0,0.03
15653,Sitting Ducks,GBA,2004,Platform,Hip Interactive,0.02,0.01,0.0,0.0,0.03
15654,Aegis of Earth: Protonovus Assault,PS3,2016,Action,Aksys Games,0.02,0.01,0.0,0.01,0.03
15655,Zero Escape: Virtue's Last Reward,3DS,2012,Visual Novel,Aksys Games,0.03,0.0,0.0,0.0,0.03
15656,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
15657,Kiniro no Corda 3,PS2,2010,Adventure,KOEI,0.0,0.0,0.03,0.0,0.03
15658,Rome: Total War - Gold Edition,PC,2006,Strategy,Sega,0.0,0.03,0.0,0.0,0.03
15659,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0.0,0.0,0.03,0.0,0.03
15660,Who Wants to be a Millionaire: 1st Edition,DS,2010,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03
15661,Rabbids Land,WiiU,2012,Party,Ubisoft,0.01,0.01,0.0,0.0,0.03
15662,Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,Aksys Games,0.01,0.02,0.0,0.0,0.03
15663,Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03
15664,Otomedius Gorgeous,X360,2008,Shooter,Konami,0.0,0.0,0.03,0.0,0.03
15665,Sumikko Gurashi Atsumare Sumikko Town,NS,2018,Misc,Nippon Columbia,0.0,0.0,0.03,0.0,0.03
15666,Hallowed Legends: Samhain,PC,2011,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03
15667,Dr. Muto,GC,2002,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03
15668,New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.,0.0,0.0,0.03,0.0,0.03
15669,Power Rangers Super Megaforce,3DS,2014,Action-Adventure,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03
15670,HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15671,Super Bomberman R,XOne,2018,Puzzle,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03
15672,Mother Goose no Himitsu no Yakata,PSP,2011,Adventure,Quinrose,0.0,0.0,0.03,0.0,0.03
15673,Divinity: Original Sin II,XOne,2018,Role-Playing,Bandai Namco Entertainment,0.03,0.0,0.0,0.0,0.03
15674,Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03
15675,Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,PS4,2018,Action,Sega,0.0,0.0,0.03,0.0,0.03
15676,Let's Sing 2019,PS4,2018,Music,Ravenscourt,0.0,0.03,0.0,0.0,0.03
15677,Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive,0.0,0.0,0.03,0.0,0.03
